LSOACode,LSOAName,MSOACode,MSOAName,LocalAuthority,HealthAuthority,ClinicalCommissioningGroup,County_UnitaryAuthority,PoliceForceArea,Country,LSOAAreas.lsoa11cd,LSOAAreas.LSOA_Area,LSOA Names and Codes by Community Area.LSOA Name,LSOA Names and Codes by Community Area.LSOA Name Cy,LSOA Names and Codes by Community Area.LSOA Code,LSOA Names and Codes by Community Area.Community Area,LSOA Names and Codes by Community Area.Mapping
W01001222,Rhondda Cynon Taf 001E,W02000252,Rhondda Cynon Taf 001,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001222,1773732.817,,,,,
W01001223,Rhondda Cynon Taf 031C,W02000282,Rhondda Cynon Taf 031,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001223,3012373.763,,,,,
W01001224,Rhondda Cynon Taf 031D,W02000282,Rhondda Cynon Taf 031,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001224,1377257.207,,,,,
W01001225,Rhondda Cynon Taf 031E,W02000282,Rhondda Cynon Taf 031,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001225,6605143.785,,,,,
W01001226,Rhondda Cynon Taf 031F,W02000282,Rhondda Cynon Taf 031,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001226,666771.6997,,,,,
W01001227,Rhondda Cynon Taf 021C,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001227,342892.4556,,,,,
W01001228,Rhondda Cynon Taf 021D,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001228,1994188.275,,,,,
W01001229,Rhondda Cynon Taf 017B,W02000268,Rhondda Cynon Taf 017,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001229,1426295.512,,,,,
W01001230,Rhondda Cynon Taf 017C,W02000268,Rhondda Cynon Taf 017,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001230,579966.3976,,,,,
W01001231,Rhondda Cynon Taf 017D,W02000268,Rhondda Cynon Taf 017,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001231,648068.4933,,,,,
W01001232,Rhondda Cynon Taf 020D,W02000271,Rhondda Cynon Taf 020,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001232,1061921.515,,,,,
W01001233,Rhondda Cynon Taf 001F,W02000252,Rhondda Cynon Taf 001,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001233,74213574.95,,,,,
W01001234,Rhondda Cynon Taf 021E,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001234,5860236.368,,,,,
W01001235,Rhondda Cynon Taf 021F,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001235,526161.6035,,,,,
W01001236,Rhondda Cynon Taf 021G,W02000272,Rhondda Cynon Taf 021,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001236,469716.2256,,,,,
W01001237,Rhondda Cynon Taf 022B,W02000273,Rhondda Cynon Taf 022,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001237,237996.6117,,,,,
W01001238,Rhondda Cynon Taf 022C,W02000273,Rhondda Cynon Taf 022,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001238,2932750.4,,,,,
W01001239,Rhondda Cynon Taf 026B,W02000277,Rhondda Cynon Taf 026,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001239,536883.5761,,,,,
W01001240,Rhondda Cynon Taf 026C,W02000277,Rhondda Cynon Taf 026,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001240,5460337.389,,,,,
W01001241,Rhondda Cynon Taf 026D,W02000277,Rhondda Cynon Taf 026,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001241,1278671.493,,,,,
W01001242,Rhondda Cynon Taf 030D,W02000281,Rhondda Cynon Taf 030,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001242,1317954.565,,,,,
W01001243,Rhondda Cynon Taf 030E,W02000281,Rhondda Cynon Taf 030,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001243,823939.0036,,,,,
W01001244,Rhondda Cynon Taf 025B,W02000276,Rhondda Cynon Taf 025,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001244,3609472.197,,,,,
W01001245,Rhondda Cynon Taf 025C,W02000276,Rhondda Cynon Taf 025,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001245,1988233.825,,,,,
W01001246,Rhondda Cynon Taf 025D,W02000276,Rhondda Cynon Taf 025,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001246,256117.9062,,,,,
W01001247,Rhondda Cynon Taf 016C,W02000267,Rhondda Cynon Taf 016,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001247,426405.5959,,,,,
W01001248,Rhondda Cynon Taf 016D,W02000267,Rhondda Cynon Taf 016,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001248,2943817.617,,,,,
W01001249,Rhondda Cynon Taf 024A,W02000275,Rhondda Cynon Taf 024,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001249,432712.5871,,,,,
W01001250,Rhondda Cynon Taf 024B,W02000275,Rhondda Cynon Taf 024,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001250,13034980.15,,,,,
W01001251,Rhondda Cynon Taf 024C,W02000275,Rhondda Cynon Taf 024,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001251,577398.674,,,,,
W01001252,Rhondda Cynon Taf 024D,W02000275,Rhondda Cynon Taf 024,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001252,770228.142,,,,,
W01001253,Rhondda Cynon Taf 023C,W02000274,Rhondda Cynon Taf 023,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001253,2860863.477,,,,,
W01001255,Rhondda Cynon Taf 023E,W02000274,Rhondda Cynon Taf 023,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001255,1376508.081,,,,,
W01001256,Rhondda Cynon Taf 019C,W02000270,Rhondda Cynon Taf 019,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001256,261103.9367,,,,,
W01001257,Rhondda Cynon Taf 019D,W02000270,Rhondda Cynon Taf 019,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001257,1410897.447,,,,,
W01001258,Rhondda Cynon Taf 019E,W02000270,Rhondda Cynon Taf 019,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001258,597095.42,,,,,
W01001259,Rhondda Cynon Taf 018E,W02000269,Rhondda Cynon Taf 018,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001259,1689450.818,,,,,
W01001260,Rhondda Cynon Taf 014C,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001260,592207.5432,,,,,
W01001261,Rhondda Cynon Taf 018F,W02000269,Rhondda Cynon Taf 018,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001261,590516.5228,,,,,
W01001262,Rhondda Cynon Taf 022D,W02000273,Rhondda Cynon Taf 022,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001262,1664110.005,,,,,
W01001263,Rhondda Cynon Taf 022E,W02000273,Rhondda Cynon Taf 022,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001263,388049.9663,,,,,
W01001264,Rhondda Cynon Taf 022F,W02000273,Rhondda Cynon Taf 022,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001264,1717088.573,,,,,
W01001265,Rhondda Cynon Taf 007A,W02000258,Rhondda Cynon Taf 007,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001265,338910.0709,,,,,
W01001266,Rhondda Cynon Taf 007B,W02000258,Rhondda Cynon Taf 007,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001266,5030631.91,,,,,
W01001267,Rhondda Cynon Taf 007C,W02000258,Rhondda Cynon Taf 007,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001267,13636204.88,,,,,
W01001268,Rhondda Cynon Taf 007D,W02000258,Rhondda Cynon Taf 007,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001268,2526290.697,,,,,
W01001269,Rhondda Cynon Taf 010A,W02000261,Rhondda Cynon Taf 010,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001269,1034467.514,,,,,
W01001270,Rhondda Cynon Taf 010B,W02000261,Rhondda Cynon Taf 010,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001270,1256876.61,,,,,
W01001271,Rhondda Cynon Taf 010C,W02000261,Rhondda Cynon Taf 010,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001271,7454069.47,,,,,
W01001272,Rhondda Cynon Taf 010D,W02000261,Rhondda Cynon Taf 010,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001272,3282555.882,,,,,
W01001273,Rhondda Cynon Taf 010E,W02000261,Rhondda Cynon Taf 010,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001273,284691.795,,,,,
W01001274,Rhondda Cynon Taf 013B,W02000264,Rhondda Cynon Taf 013,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001274,712490.7935,,,,,
W01001275,Rhondda Cynon Taf 013C,W02000264,Rhondda Cynon Taf 013,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001275,2018837.602,,,,,
W01001276,Rhondda Cynon Taf 013D,W02000264,Rhondda Cynon Taf 013,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001276,3151797.846,,,,,
W01001277,Rhondda Cynon Taf 028D,W02000279,Rhondda Cynon Taf 028,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001277,431433.1487,,,,,
W01001278,Rhondda Cynon Taf 028E,W02000279,Rhondda Cynon Taf 028,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001278,276890.3685,,,,,
W01001279,Rhondda Cynon Taf 028F,W02000279,Rhondda Cynon Taf 028,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001279,211876.6577,,,,,
W01001280,Rhondda Cynon Taf 017E,W02000268,Rhondda Cynon Taf 017,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001280,2429465.807,,,,,
W01001281,Rhondda Cynon Taf 017F,W02000268,Rhondda Cynon Taf 017,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001281,1985322.551,,,,,
W01001282,Rhondda Cynon Taf 015C,W02000266,Rhondda Cynon Taf 015,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001282,2507136.817,,,,,
W01001283,Rhondda Cynon Taf 015D,W02000266,Rhondda Cynon Taf 015,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001283,16825345.51,,,,,
W01001284,Rhondda Cynon Taf 015E,W02000266,Rhondda Cynon Taf 015,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001284,215157.4096,,,,,
W01001285,Rhondda Cynon Taf 014D,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001285,831802.0192,,,,,
W01001286,Rhondda Cynon Taf 014E,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001286,189037.6797,,,,,
W01001287,Rhondda Cynon Taf 014F,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001287,3027204.221,,,,,
W01001288,Rhondda Cynon Taf 014G,W02000265,Rhondda Cynon Taf 014,Rhondda Cynon Taf,Cwm Taf University Health Board,Cwm Taf University Health Board,Rhondda Cynon Taf,South Wales,Wales,W01001288,3137374.428,,,,,
W01001289,Merthyr Tydfil 006A,W02000288,Merthyr Tydfil 006,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001289,13439792.11,,,,,
W01001290,Merthyr Tydfil 007A,W02000289,Merthyr Tydfil 007,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001290,1784926.031,,,,,
W01001291,Merthyr Tydfil 003A,W02000285,Merthyr Tydfil 003,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001291,3039276.683,,,,,
W01001292,Merthyr Tydfil 004A,W02000286,Merthyr Tydfil 004,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001292,674054.5462,,,,,
W01001293,Merthyr Tydfil 004B,W02000286,Merthyr Tydfil 004,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001293,1694245.102,,,,,
W01001294,Merthyr Tydfil 003B,W02000285,Merthyr Tydfil 003,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001294,1640297.754,,,,,
W01001295,Merthyr Tydfil 002A,W02000284,Merthyr Tydfil 002,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001295,962528.2527,,,,,
W01001296,Merthyr Tydfil 002B,W02000284,Merthyr Tydfil 002,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001296,6605129.084,,,,,
W01001297,Merthyr Tydfil 002C,W02000284,Merthyr Tydfil 002,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001297,1813361.388,,,,,
W01001298,Merthyr Tydfil 002D,W02000284,Merthyr Tydfil 002,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001298,1417904.75,,,,,
W01001299,Merthyr Tydfil 008A,W02000415,Merthyr Tydfil 008,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001299,604959.3709,,,,,
W01001300,Merthyr Tydfil 008B,W02000415,Merthyr Tydfil 008,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001300,644233.4787,,,,,
W01001301,Merthyr Tydfil 008C,W02000415,Merthyr Tydfil 008,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001301,281825.1879,,,,,
W01001302,Merthyr Tydfil 006B,W02000288,Merthyr Tydfil 006,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001302,774516.4585,,,,,
W01001303,Merthyr Tydfil 006C,W02000288,Merthyr Tydfil 006,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001303,4478803.74,,,,,
W01001304,Merthyr Tydfil 006D,W02000288,Merthyr Tydfil 006,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001304,3026970.878,,,,,
W01001305,Merthyr Tydfil 003C,W02000285,Merthyr Tydfil 003,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001305,293835.3381,,,,,
W01001306,Merthyr Tydfil 003D,W02000285,Merthyr Tydfil 003,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001306,1458032.394,,,,,
W01001307,Merthyr Tydfil 004C,W02000286,Merthyr Tydfil 004,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001307,311302.4968,,,,,
W01001308,Merthyr Tydfil 008D,W02000415,Merthyr Tydfil 008,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001308,280243.4751,,,,,
W01001309,Merthyr Tydfil 008E,W02000415,Merthyr Tydfil 008,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001309,246513.3879,,,,,
W01001310,Merthyr Tydfil 002E,W02000284,Merthyr Tydfil 002,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001310,444843.0119,,,,,
W01001311,Merthyr Tydfil 002F,W02000284,Merthyr Tydfil 002,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001311,149510.6576,,,,,
W01001312,Merthyr Tydfil 006E,W02000288,Merthyr Tydfil 006,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001312,18067669.94,,,,,
W01001313,Merthyr Tydfil 006F,W02000288,Merthyr Tydfil 006,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001313,1439662.862,,,,,
W01001314,Merthyr Tydfil 005A,W02000287,Merthyr Tydfil 005,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001314,1632883.018,,,,,
W01001315,Merthyr Tydfil 004D,W02000286,Merthyr Tydfil 004,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001315,559929.4394,,,,,
W01001316,Merthyr Tydfil 005B,W02000287,Merthyr Tydfil 005,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001316,931721.4634,,,,,
W01001317,Merthyr Tydfil 005C,W02000287,Merthyr Tydfil 005,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001317,5739012.326,,,,,
W01001318,Merthyr Tydfil 005D,W02000287,Merthyr Tydfil 005,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001318,421095.9796,,,,,
W01001319,Merthyr Tydfil 007B,W02000289,Merthyr Tydfil 007,Merthyr Tydfil,Cwm Taf University Health Board,Cwm Taf University Health Board,Merthyr Tydfil,South Wales,Wales,W01001319,1369622.091,,,,,
